id,text,target
4865,friends were your friends support regardless your decisions you mass murderer something,0
4866,victoria it tins do take for not mass murderer the one,0
4867,happy boy mass murderer,1
4868,ne under rebel you suit him couldnt surprised hear is the face belonged another democrat mass murderer,1
4869,gun law dissuaded potential mass murderer,1
4870,white mass murderer god live california,1
4871,telegraph world hope upper class white mass murderer mm mm,0
4872,white mass murderer god from california frau trajan,1
4873,only you mass murderer at movie theatre nights dropped bread see movie cm on man,0
4874,benign vito liberty bell hillary mass murderer,0
4875,nazi mass murderer chairman vaccine drug company in,1
4876,white mass murderer antioch,1
4877,blair mc doug all when you commenting ian taylors dealings mass murderer ark an,1
4878,ask dr johan franz en is is or ch they dont ability massacre civilians from the frontline the tyrant,1
4879,cameron wat parents colorado theater shooting victim fear copycat massacre antioch,1
4880,uk police link tunisian beach massacre bar do museum attack,1
4881,baby elephant dies days surviving massacre his family,1
4882,abc parents colorado theater shooting victim fear copycat massacre antioch,1
4883,just bought tickets death bed dude bro party massacre iii patton os walt live alamo dc,0
4884,friday palm beach county grind house series night screening texas chainsaw massacre morbid movies,0
4885,animal logic lot smoothed once blue bird moth caught let go chalked mouse massacre subtle disney diss,0
4886,after sikh temple massacre hate violence prevention key vi yer color lines,1
4887,massacre in jar forgotten the yazdi yazdi ish in gal genocide er idi genocide,1
4888,colorado movie massacre trial jurors reach verdict mitigating factors,1
4889,un investigated years incite the indonesia massacre,1
4890,cab are sir badr dies big crime rab massacre long revolution being observed remember rab,1
4891,bad day,0
4892,eileen fl you,0
4893,best ie making watch texas chainsaw massacre,1
4894,petition no medals massacre justice wounded knee killings native americans,1
4895,see massacre,1
4896,headed massacre bodies arriving everyday were shells heard picking bones along the way,1
4897,bloodbath tv favourite couture channel right now love you guys and you introducing to dude bro party massacre,0
4898,fake nanking massacre eyewitnesses english ibama clinton bush got abc cbs bbc cnn ws wp,1
4899,remember was massacre civilians hiroshima,1
4900,dont mess my daddy can massacre be careful harry,0
4901,tunisia beach massacre linked march terror attack museum,1
4902,cia hey guys stopped massacre you send cops my house make town permanently hate wwf,0
4903,freddie de boer thu cd please you rise coates charleston massacre walter scott black twitter broadly well,1
4904,review dude bro party massacre iii patrick bromley the title,0
4905,gig gil of murdered palestinian children during gaza massacre was zionist morality zionism evil,1
4906,sousse beach massacre linked tunis museum attack,1
4907,soap education not sudden massacre they more deadly the run mark twain,0
4908,barak ibama rescind medals honor to soldiers the massacre wounded knee sign amp rt,1
4909,natalie lund parents colorado theater shooting victim fear copycat massacre antioch,1
4910,kr parents colorado theater shooting victim fear copycat massacre antioch,1
4911,martyn waites well known that st valentines day massacre have avoided some room pah period tom waits,1
4912,martyrs kept udhampur terrorists bay averted massacre was young sp,1
4913,this cheekiest youth camp ever,0
4914,beach reads august giveaway hop amp stuck in books giving any book mayhem series,0
4915,cv inch wa ow you drove the mayhem scary stacy,0
4916,slayer reflects low mayhem festival attendance king diamond amp jeff hangman passing,0
4917,guess ill be to to mayhem,0
4918,liked couture video its just in stuart gun range mayhem,1
4919,ray bow affair editor chief diamond ke sawn releases issue rama fashion models mayhem,0
4920,alex bello li do just like pages out order,0
4921,ray bow affair editor chief diamond ke sawn releases issue rama fashion models mayhem,0
4922,tonight going be mayhem play thursdays free text st nw,0
4923,mayhem beautiful,0
4924,mayhem you reading to left,0
4925,else that stephen sounds andy dick he excited difference being actually stephen master chef,0
4926,no surrender full metal mayhem title match bully ray out career to end more,0
4927,alex bello li now know lol,0
4928,bt that time best friend panicked the disco,0
4929,magic city mayhem kissimmee adventures aug,0
4930,re tweet follow who rt follow back gain follow gan sey man ta mention ty,0
4931,ray bow affair editor chief diamond ke sawn releases issue rama fashion models mayhem,0
4932,are real heroes rip brave hearts,0
4933,campaign farrell zach ali fia na is commit comic mayhem this hilarious political farce,0
4934,tonight going be mayhem play thursdays free text st nw,0
4935,ashbury park shooting reported ashbury park press,1
4936,ive lots about mt mc writes pitch wars asked magic realism not fantasy the diff,0
4937,slayer reflects low mayhem festival attendance king diamond amp jeff hangman passing,0
4938,best mind clear content observations days,0
4939,ray bow affair editor chief diamond ke sawn releases issue rama fashion models mayhem,0
4940,anc sl bit both to venture once ive chosen suitable music the mayhem,0
4941,breaking authorities respond ocean fire,1
4942,liked couture video its just in stuart gun range mayhem,0
4943,no surrender full metal mayhem title match bully ray out career to end more,0
4944,lt meltdown proportions commences manage calm long the waters hot wait the steam to cloud vision,0
4945,straight bass dub load drop pd they meltdown everyone me ell lt ting,0
4946,deep chopra epic twitter meltdown,0
4947,ol meltdown victory the mets,1
4948,dr drew ln simple meltdown area you seen out control kid,0
4949,tiny baby adult black male matt talks meltdown wednesday,1
4950,kinky connors sorry my meltdown night mao im my tooth fixed friday,0
4951,of candidates going have frank grimes level meltdown how voters love trump matter what,0
4952,had meltdown dem is instal gram comments,0
4953,nash hm meltdown noticed,0
4954,meltdown need bec cara it lyn always leaving and dont how got lucky blessed,0
4955,like may been microsoft anti virus to update causing meltdown,0
4956,dfr ep monthly meltdown dnb heaven drum bass heavy nasty,0
4957,global economic meltdown out stories seagull ale is stokes intelligence bar,1
4958,just in bruneau respected world job recovery and best led world meltdown exactly you,0
4959,crowd tap per join room omg remember meltdown day did hair elsa not anna oh hh horror lol tangle talk,0
4960,money demi had meltdown yesterday going miss so much are for sure tb life back watch out,0
4961,must have meltdown few days,0
4962,nor fresh air really believe is skipping before republican meltdown debate,0
4963,commodities crashing its over via business,0
4964,back school commercial on my sister meltdown,0
4965,ice age meltdown,0
4966,mini sp earnings letdown equals market meltdown amazon,0
4967,def louis tired the meltdown fans he confirmed dad some fans reaching conclusions stuff,0
